sen_coding,votes
"Dat is als je vrouw zegt, bevrucht me NU of ik steek een paar naalden in je lul!",1.0
"Ze halen een hoop geld binnen, daarmee stralen ze ook uit naar de buitenwereld: wij zijn een succesvolle universiteit.",0.0
"Zakken chips, chocola, snoep, koekjes.",2.0
Je moet altijd vrolijk blijven.,1.0
Hij laat de kaas niet van zijn brood eten.,0.0
Dat betekent hoe vaak een artikel wordt aangehaald in andere artikelen.,0.0
Landinwaarts nemen de buien af.,0.0
En daaraan lijden in Nederland naar schatting zo'n 180.000 mannen en vrouwen.,0.0
Maar dat is maar tijdelijk.,0.0
"Want in plaats van zijn adviezen saai te vertellen, rapt hij ze.",1.0
En dus worden ook zij als filmsterren ontvangen.,0.0
Dat was wel lekker.,1.0
Het is niet gelukt!,0.0
Sindsdien zijn duizenden Venezolanen het land ontvlucht.,0.0
Op dezelfde manier doorgaan en de andere wang toekeren terwijl we vragen: 'Was dat alles wat je had?',2.0
Voor veel kinderen begint het als hobby en groeit het uit tot eigen bedrijf.,0.0
Maar gelukkig zijn er behandelingen waarbij je opnieuw leert eten.,1.0
De politiek maakt zich grote zorgen over de verkeersveiligheid door het gebruik van smartphones.,0.0
Daarnaast zorgen we voor meer aanbod en zorgen we ook voor opkoopbescherming... ...zodat starters ook echt een kans maken.,0.0
"Tsja, meerdere voorbeelden van landen en leiders... die wat deze kinderen betreft, niet te vertrouwen zijn.",1.0
En dat lekken naar de pers gestraft zal worden onder zijn leiderschap.,0.0
"En dan rond 19.15 a 19.30 uur 8 komen ze hier aan, gaan ze het podium op... en wordt er een goed feestje gebouwd met alle duizenden Oranjefans.",0.0
"Maar de rechter oordeelde: als je alleen Iraniërs de toegang ontzegt, is dat discriminatie.",0.0
Wil je toch iets kopen?,2.0
Dat zie je straks.,0.0
Dan hadden we meer tijd gehad om... ...maatregelen die nu genomen zijn... ...met elkaar samen voor te bereiden.,0.0
En heb heel veel respect voor de waardigheid erop hij dat doet.,1.0
Het is 5 december.,0.0
Want je bent misschien best wel onzeker.,0.0
En het zorgt ook dat je wat makkelijker die overstap maakt.,1.0
"Maar de eerste generaties moslims hebben gezegd: ALS HERMAN VAN VEEN: Mochten er ooit pratende beren worden uitgevonden, moet je die lekker gebruiken.",0.0
Het is best wel zwaar voor die kinderen.,1.0
Ze gaan bijvoorbeeld kijken naar de tulpen in de Keukenhof of een dagje naar Amsterdam.,0.0
Begin dit jaar kondigde Cassidy aan dat hij zou stoppen met zingen omdat hij dementie had.,0.0
Volwassenen gaan dan naar een stembureau om te stemmen op een politieke partij.,0.0
Een grappige acteur die in de vorige eeuw wereldberoemd was.,1.0
De artsen zeggen dat niets het kind beter kan maken... maar zijn ouders willen hun zoon meenemen naar de VS voor een experimentele behandeling.,0.0
Het is ook niet zo gek dat mensen niet weten dat ze een stoornis hebben.,1.0
Het is positief gecomponeerd.,1.0
En tegen het hoofd trappen of stoten wordt voor iedereen jonger dan 16 verboden.,0.0
"Wat wij doen is: we kopen dekens, truien, brandstof en kachels.",0.0
"En dat er in heel Nederland geschaatst kon worden, is ook alweer jaren geleden.",0.0
Die levert ook successen op.,0.0
En die vind je aardig dus die ga je helpen.,1.0
Dat was altijd geweldig.,1.0
"Dit was het, morgen om 7 uur is Welmoed hier.",0.0
In Zeewolde zoekt de politie nog altijd in een natuurgebied naar het lichaam van Anne Faber.,0.0
"Bezoekers zagen dat het mannetje, Thor, hier zie je 'm, achter een van de vrouwtjes aan rende.",0.0
Dan andere dieren waar het veel over gaat vandaag.,0.0
"Hoe verder naar het noorden hoe meer bewolking... en ook iets koeler, 14 graden.",0.0
Ik persoonlijk zou het niet eens erg vinden als dat zo was.,1.0
In een gat in een boom.,2.0
Ze doodden haar en vijf anderen in de villa.,0.0
"Zij geven advies over infrastructuur, water en milieu.",0.0
En ook dat breidt zich in noordelijke richting uit.,0.0
Het wordt 17 of 18 graden.,0.0
Marit zag nog een klein beetje zon tussen de bomen door.,0.0
Zulk soort games hebben niet voor niets een leeftijdsgrens.,0.0
Bij de herdenking zijn ook de Franse president Macron en premier Philippe aanwezig.,0.0
Maar ik denk ook wel Rusland.,1.0
"Maar als je niet wil wachten, kost het je dus geld.",0.0
Zo 'n rare naam.,1.0
Die zorgden ervoor dat hij de hele nacht bezig was.,0.0
"De jongen van 16 werd gereanimeerd, maar overleed later in het ziekenhuis.",0.0
Over het algemeen zijn mannetjes heel vriendelijk naar vrouwtjes toe.,0.0
Heb je daar nog een favoriet in?,2.0
Ik ben heel blij vandaag.,0.0
"En dan... Ho, hij gaat op EEN arm!",0.0
En dat heet belasting betalen.,0.0
Het was een lange nacht.,1.0
En dan kun je denken: wat veel.,1.0
"Ja, en dat merkt de oudere broer van Nicole ook.",0.0
GELACH Het is dus echt nadoen en dat gaat heel ver.,1.0
"En toch, ondanks alles, kan Suzanne echt niet zonder haar eigen dief.",0.0
Later wil hij het liefst een echte baan in een verzorgingstehuis.,0.0
Het gaat best wel lekker.,1.0
"Supermarkt Lidl verkoopt emoji-snoepjes, hartstikke leuk.",1.0
"Wat zon, wat wolken en wat regen.",0.0
Ik doe nu aan free running en zo.,0.0
De Brabantse onderwereld werkt zich dus omhoog in het leven van gewon mensen.,0.0
Maar wel alle Zwarte Pieten meegenomen.,2.0
Dat is extra leuk.,1.0
Ik zie dat niet als racisme.,1.0
"Na een paar uur vertrokken ze weer, terug naar aarde.",0.0
Rottennis die niet bestreden kan worden met zingende welkombrigades.,1.0
Die kunnen hier niet aarden en passen niet in een gezin.,0.0
Sommige deskundigen zijn kritisch.,0.0
Maar ik denk dat Iran momenteel het meest prangende probleem is.,1.0
Om zo de huizen droog te houden.,2.0
Want wij zijn vrij.,0.0
Het is nog niet bekend wanneer die wordt uitgespeeld.,0.0
Zij hebben dat al goedgekeurd en ook de president is dat van plan.,0.0
De verbeelding die uit deze projecten spreekt om de wereldproblemen te verhelpen is aanstekelijk.,1.0
"We praten hier over erfelijke hartritmestoornissen, die erfelijke afwijkingen... die vaak ook niet zichtbaar zijn op een scan of op een echo of op een gewoon hartfilmpje.",0.0
Veel van deze instituties worden bestuurd door PvdA-leden.,0.0
"Zo schrijft Sanne Panne: Huh, maar het is toch uit?",0.0
Maar dit is 'm dus.,0.0
Leden van de politieke partij VVD kwamen vandaag samen in Nieuwegein voor een vergadering.,0.0
Gisteravond praatten ze de gemeenteraad op een opmerkelijke manier bij.,1.0
De militairen voeren verkenningen uit en verzamelen inlichtingen.,0.0
"Rond half elf kwam het verkeer daar over bijna vijftig kilometer niet vooruit, zegt de ANWB.",0.0
"Je kan heel veel leuke spelletjes doen, en in de zee is het altijd lekker koel.",1.0
Ook wil de maker niet dat PewDiePie z 'n games in nieuwe video 's gebruikt.,0.0
"Iedere keer als hij inademde, toeterde hij.",0.0
Daarom hebben wij 't voor je uitgezocht.,0.0
Na maanden voorbereiden is het bijna zo ver.,0.0
"Ja, die camper 2 kilometer terug!",2.0
De vluchtelingen komen uit landen in Afrika.,0.0
De weg lag bezaaid met pizza 's.,0.0
Onderzoekers weten niet waarom de vis nu weer terug is.,0.0
"Heel goed, heel goed.",1.0
"Nou, als de salafisten je willen onthoofden... de vindicaters je willen ontgroenen... en de varkensboeren je willen ontwormen, dan kan dit ook nog wel.",1.0
Informant van de SP was een doorgewinterde communisten in de goede zin van het woord.,1.0
"Het partijbureau van de gracht naar de wijk, voorverkiezingen 'a la France', waarbij iedereen met een links hart mag meestemmen als het gaat om de vraag wie de linkse premierskandidaat moet worden.",2.0
Daarbij is de lijst nog langer.,0.0
Ze gaan echt voor elkaar door het vuur.,0.0
Hij ging er niet met de beker vandoor.,0.0
M 'n spieren voelde heel pijnlijk aan.,0.0
Ook de ploeg waar Sagan voor fietst is boos.,0.0
het logo van de Amerikaanse nieuwszender CNN geplakt.,0.0
"Een plan dat Obamacare moet vervangen... maar dat tot nu enorm veel kritiek krijgt, ook vanuit de eigen partij... omdat miljoenen Amerikanen hun zorgverzekering dreigen te verliezen.",0.0
Dit natuurverschijnsel heet het noorderlicht.,0.0
Ik heb m 'n fiets niet op slot gezet.,0.0
"Eerder deze week kwalificeerde zij het pleidooi voor zorgvuldige stervenshulp aan bejaarden die daar na een lange afweging aan toe zijn, als een ,,onaangename opleving van paars"".",0.0
Over ruim een uur weten we wie de winnaar is.,0.0
En daar hadden ze vannacht slaapfeesten georganiseerd.,0.0
"Niet sparen, niks opbouwen, niet investeren, maar gewoon lekker uitgeven.",1.0
"Ja, want volgens de verzorgers van Marria... is het helemaal niet zeker dat de ontmoeting... met chimpansee Sony direct goed gaat.",0.0
"Ik zeg: succes met je koffie, vriend.",0.0
Een miljoen mensen over de hele wereld doen inmiddels aan kiteboarding.,0.0
Mensen krijgen nog steeds gemaakt met ongewenst gedrag en machtsmisbruik.,0.0
"Wel moet ze zich aan een aantal voorwaarden houden, zoals het dragen van een enkelband met gps.",0.0
Soldaten houden op dit moment de menigte tegen... die naar het State House wil marcheren.,0.0
Een extra straf is dat hij ook verplicht behandeld moet worden he?,0.0
Maar hij kan snel schakelen en komt meteen met een briljant voorstel.,1.0
In totaal zijn er in Nederland ongeveer 4 miljoen mantelzorgers.,0.0
Ik vind het goed dat ze zo ver is gekomen... en ik hoop dat ze nog veel verder komt.,1.0
"Nederland gaat als een raket van start, met veel variatie... veel tempo, en de goal van Lois Abbingh... die uitstekend in het toernooi zit.",1.0
"Good evening, how are you?",2.0
Zij is nog lekker op vakantie en schrok vannacht wakker.,0.0
Ik hebeen paar vrienden ontmoet hier bij Het Vergeten Kind.,0.0
"De reactie van de ambassade begint met 'facts do matter ', feiten zijn wel belangrijk.",0.0
"Het is al tientallen jaren hoog tijd voor een ander bestel met referenda, maar wij, burgers, zijn voor veel politici een noodzakelijk kwaad.",1.0
Volgens deskundigen zijn het zelfs de meest verwoestende natuurbranden ooit in het gebied.,0.0
Zo 'n 120.000 in Nederland.,0.0
Op een grote bijeenkomst vertelden onderzoekers vandaag over seksueel misbruik bij sportverenigingen.,0.0
Politiek is een hard vak.,1.0
Chillen en leuke dingen doen: Vandaag is de zomervakantie begonnen voor het midden van Nederland.,0.0
En inmiddels zijn ze begonnen met het offline halen van de claims.,0.0
Dat leidt tot onnodige overlast voor omwonenden en onveilige situaties.,0.0
'Ook voor criminelen is de gemeenteraad interessant. ',1.0
En: trajectcontroles op nog meer provinciale wegen.,0.0
Op satellietbeelden is goed te zien dat de orkaan richting het eiland trekt.,0.0
Amazon moet 250 miljoen euro aan belastingen terugbetalen aan Luxemburg.,0.0
Soms praten ze over de orkaan.,0.0
"Als iemand probeert tegen me te fluisteren, negeer ik 'm.",0.0
Je weet nu meer en dan ben je er ook meer geinteresseerd in.,1.0
De Popocatepetl-vulkaan in Mexico is weer flink aan het rommelen.,0.0
Ze maken het dan af in hun eigen tijd met een werkloosheidsuitkering.,0.0
Voor artsen die enthousiast zijn voor het doktersvak... maar een hekel hebben aan inenten: de mazelen en tot ziens in Zeeland.,2.0
Ik vind het wel rustig.,1.0
En wat wordt er dan zoal gespeeld op al die apparaten?,2.0
"Spacey had geen hoofdrol in de film, waarin hij de rijkste man ter wereld speelde... Maar wel een belangrijke rol.",1.0
Daarna heeft hij veel pech gehad.,1.0
Dat is de loonontwikkeling.,0.0
"Dus: Hoi jongens, leuke motorfietsen.",1.0
Zorg voor goede vervanging in geval van ziekte en laten we meteen stoppen met de zeer kwalijke gevolgen van de Wet werk en zekerheid.,1.0
"Niet letterlijk, dit is hem.",0.0
De slagbomen moeten voor meer veiligheid zorgen.,0.0
Maar voor de rest is het lange leve WhatsApp.,1.0
In de hoofdstad Pyongyang kon het volk de bekendmaking op een groot scherm volgen.,0.0
Die zijn het dichtst bij het ontwikkelen van echt kernraketten.,0.0
Vannacht ging het flink tekeer boven Wassenaar.,0.0
"Toen het beestje sterk genoeg was, werd ze vrijgelaten in het bos.",0.0
Met helikopters en vliegtuigen proberen ze het vuur onder controle te krijgen.,0.0
Zeven doelpunten verschil moeten ze halen.,0.0
"Koning Willem-Alexander bezoekt later vandaag... de eilanden Sint-Maarten, Sint-Eustatius en Saba.",0.0
Soms kun je ook een goed gesprek hebben... en kun je zeggen dat je het naar vindt als iemand bijvoorbeeld heel dichtbij komt.,1.0
Is duidelijk waar die stof vandaan komt?,2.0
Prins Bernhard Funda Oranje-Nassau heeft heel veel huizen.,0.0
Ene Caroline de Bruijn steunt de ZML-actie voor Ludo.,0.0
"Ze gaan dinsdag staken, dus dan kan je hier komen.",0.0
Straks: Deze beelden van turner Epke gaan de hele wereld over.,0.0
Heel soms als m 'n MB op is.,0.0
"Het was en nee, het is een nee en het blijft en nee.",0.0
Rusland wint dus de wedstrijd met dit nummer.,0.0
Maar daar zijn de kinderen juist niet vrij.,0.0
"In die stoel, met een ambtsketen om zijn wat gekreukte pak... met een glaasje tomatensap naast die stapels met stukken.",0.0
In Suriname is een neergestortte helikopter gevonden.,0.0
Sinds donderdag woedt in deze grotten een grote brand.,0.0
Een beetje draaien en dan kun je hem er zo uithalen.,0.0
President Mugabe van Zimbabwe ziet zichzelf nog steeds als de enige legitieme leider van het land.,0.0
En je moet er ook goed op kunnen lopen.,1.0
Bij deze opvang in Balkbrug komen weer zwerfhonden binnen.,0.0
Iedereen is bang als ze tegen haar moeten.,0.0
"Lekker griezelen morgen, want het is Halloween.",1.0
"Lezen, geen gezicht meer herkennen.",0.0
Maar in Canada moet je daarmee oppassen.,0.0
Het gaat allemaal om snoep en mensen laten schrikken.,0.0
Ik kan het niet geloven.,1.0
GELACH De NOS moet tijd gaan rekken zodat Ron het regeerakkoord kan lezen.,0.0
Volgens zijn baasje Suzanne is hij dag en nacht op boevenpad.,0.0
Amerika kan nu meer olie dan Saudi-Arabië produceren.,0.0
"Dat merk je niet direct, maar wel als het kind ouder wordt, of op latere leeftijd.",0.0
Maar vergeet niet dat wij meer dan 10 maanden per jaar daar echt mee bezig zijn.,0.0
Goed dat je kijkt.,1.0
"Jawel, zo 'n keuze gaan wel een paar nachtjes slapen overheen.",0.0
- Ook als het psychologie is?,2.0
Wie er achter de kritiek zit wordt nooit duidelijk.,0.0
Deze beelden zijn van september.,0.0
"Er is natuurlijk een grote belofte gemaakt toen de stufi werd afgeschaft... ...dat het geld dat die studenten kwijt waren, geïnvesteerd zou worden in onderwijskwaliteit.",0.0
De dieren zijn naar een opvang gebracht.,0.0
We moeten nu naar de pers voor wat interviews.,0.0
De jongens het vaakst.,0.0
"Oke, de rol van zijn leven.",1.0
Kunnen sprookjes dus toch waarheid worden.,1.0
"Moeilijk afbreekbaar, gevaarlijk.",0.0
"Regeren is geen doel, ons doel is Nederland socialer maken.",0.0
"Als je er niet uit komt, douw je gewoon een blaadje met cijfers in iemands gezicht.",1.0
Zo ziet hij er in het echt uit.,0.0
Dan moet je iets proberen te regelen via een ander circuit.,0.0
Maar blijft Dick Advocaat bondscoach van mannenelftal van Oranje?,2.0
De hele dag binnen zitten en naar een schermpje turen... is slecht voor je en het zorgt ervoor dat steeds meer kinderen bijziend raken.,0.0
"De oefeningen die ik hier doe, ga ik dan wel blijven doen... en dan ga ik kijken of het beter gaat.",0.0
"Jarenlang werd er gevochten in Aleppo, de grootste stad van Syrie.",0.0
Ze kunnen hun geloof in opwarming door CO2 niet opgeven.,0.0
Een op de tien!,0.0
Dat is nu dus officieel.,0.0
Als Erdogan hem zou vastzetten... Is dat een probleem voor zijn bewering... dat hij de president is van een democratie.,0.0
Weet je nog die craniosacraal- therapie van daarnet?,2.0
In het rapport uit 2015 staat dat militairen op grote schaal drank en drugs gebruikten.,0.0
Het moet veiliger op straat.,1.0
Zeker niet omdat in de rest van Syrie door oorlog ook veel kapot is.,0.0
Dus woont hij sinds kort bij gastouders Eelkje en Minze.,0.0
En wie bel je dan?,2.0
"Op social media reageren veel mensen dat het niet eerlijk van hem is, nu zo te reageren.",0.0
We zouden graag willen weten hoe het kan. Dit moet niet nog een keer gebeuren.,1.0
"Vijftig jaar lang zijn we verwend, met uitkeringen en banen voor het leven.",1.0
Gisteravond viel in Parijs bijna 50 millimeter regen en da 's een record.,0.0
"Nou, die bijzondere aandacht kunnen ze krijgen... want het is tijd voor onze nieuwe rubriek: Precies.",0.0
Volgens de politie heeft de 29-jarige man een tijdelijke verblijfsstatus.,0.0
Het begon allemaal met deze beelden waar Melania met een grote zonnebril op naast haar man staat.,0.0
Veel Musers waren vandaag in Amsterdam voor de eerste Nederlandse Muser Battle finale.,0.0
Even daarna trainde Sanchez gewoon mee.,0.0
Toeristen mogen er een kijkje nemen.,0.0
Zoals hier in Breda bijvoorbeeld.,0.0
Kom maar even binnen.,2.0
Hij houdt heel erg van snelle auto 's.,0.0
Het volgende Journaal is om 7.30 uur.,0.0
Volgens een woordvoerder van Bernhard... zijn al die bezittingen vooral bedoeld als pensioenvoorziening.,0.0
Toch is de rechtbank daar niet van overtuigd na een rapport van de reclassering.,0.0
Julio Poch is in Argentinie vrijgesproken... van betrokkenheid bij dodenvluchten in de tijd van de militaire dictatuur.,0.0
Dat was leuk toen ze kampioen werden.,1.0
"Zij zien robots, apps, drones en 3D-printers niet als bedreiging, maar als productiviteitsverhogers, die van hen 'superprofessionals' maken.",0.0
Ik ben lekker bezig geweest!,1.0
Hopelijk heb je je regenjas ingepakt want op de meeste plekken wordt het nat vandaag.,1.0
